,administrative_area_level_1,country,administrative_area_level_2
0,Colorado,United States,El Paso County
0,Iwate,Japan,
0,Fukushima,Japan,Nishishirakawa District
0,Iwate,Japan,Iwate District
0,Iwate,Japan,
0,Iwate,Japan,
0,Iwate,Japan,
0,Iwate,Japan,
0,Miyagi,Japan,
0,Miyagi,Japan,
0,Miyagi,Japan,
0,Miyagi,Japan,
0,Yamagata,Japan,
0,New York,United States,Monroe County
0,Yamagata,Japan,
0,Yamagata,Japan,Nishiokitama District
0,Yamagata,Japan,Nishimurayama District
0,Yamagata,Japan,
0,Yamagata,Japan,Nishiokitama District
0,New York,United States,Monroe County
0,Quebec,Canada,Montreal
0,Pennsylvania,United States,Montgomery County
0,Ontario,Canada,Muskoka District Municipality
0,California,United States,Siskiyou County
0,Vaud,Switzerland,Jura-Nord vaudois District
0,Wisconsin,United States,Lincoln County
0,Uttar Pradesh,India,Meerut Division
0,Colorado,United States,Grand County
0,New York,United States,Otsego County
0,Auvergne-Rhône-Alpes,France,Ain
0,Kurdistan Province,Iran,
0,Carinthia,Austria,Spittal an der Drau District
0,Newfoundland and Labrador,Canada,
0,Carinthia,Austria,Hermagor District
0,Isfahan Province,Iran,
0,Carinthia,Austria,Sankt Veit an der Glan District
0,Carinthia,Austria,Wolfsberg District
0,Carinthia,Austria,Wolfsberg District
0,Zanjan Province,Iran,
0,Carinthia,Austria,Feldkirchen District
0,Carinthia,Austria,Feldkirchen District
0,Carinthia,Austria,Spittal an der Drau District
0,Carinthia,Austria,Hermagor District
0,East Azerbaijan Province,Iran,Marand
0,Bitlis,Türkiye,Tatvan
0,Bavaria,Germany,Upper Bavaria
0,Salzburg,Austria,Tamsweg District
0,Styria,Austria,Liezen District
0,Styria,Austria,Liezen District
0,Hebei,China,
0,Bavaria,Germany,Lower Franconia
0,Bavaria,Germany,Lower Franconia
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Lower Franconia
0,Hessen,Germany,Kassel
0,Hessen,Germany,Kassel
0,Hessen,Germany,Kassel
0,North Rhine-Westphalia,Germany,Arnsberg
0,North Rhine-Westphalia,Germany,Arnsberg
0,North Rhine-Westphalia,Germany,Arnsberg
0,Lower Saxony,Germany,
0,Lower Saxony,Germany,
0,Lower Saxony,Germany,
0,Bavaria,Germany,Upper Bavaria
0,Lower Saxony,Germany,
0,Baden-Württemberg,Germany,Freiburg
0,Baden-Württemberg,Germany,Freiburg
0,Zakarpattia Oblast,Ukraine,Velykobereznyans'kyi district
0,Baden-Württemberg,Germany,Freiburg
0,Baden-Württemberg,Germany,Karlsruhe
0,Baden-Württemberg,Germany,Stuttgart
0,Idaho,United States,Custer County
0,Bavaria,Germany,Upper Bavaria
0,Chüy Region,Kyrgyzstan,Alamudun
0,Novosibirsk Oblast,Russia,Novosibirsky District
0,Pennsylvania,United States,York County
0,Occitanie,France,Hautes-Pyrénées
0,Pennsylvania,United States,Susquehanna County
0,Occitanie,France,Pyrénées-Orientales
0,Provence-Alpes-Côte d'Azur,France,Alpes-de-Haute-Provence
0,Chechnya,Russia,Itum-Kalinsky District
0,Karachay-Cherkessia,Russia,Zelenchuksky District
0,Saskatchewan,Canada,
0,Denizli,Türkiye,Tavas
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,New Mexico,United States,Otero County
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Colorado,United States,Eagle County
0,Alaska,United States,Anchorage Municipality
0,Salzburg,Austria,St. Johann im Pongau District
0,New York,United States,Essex County
0,New York,United States,Essex County
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Minnesota,United States,Polk County
0,Wisconsin,United States,Walworth County
0,New York,United States,Essex County
0,New York,United States,Clinton County
0,New York,United States,Essex County
0,Auvergne-Rhône-Alpes,France,Savoie
0,Piedmont,Italy,Province of Cuneo
0,Valais,Switzerland,Monthey District
0,Veneto,Italy,Province of Vicenza
0,Veneto,Italy,Province of Vicenza
0,Tyrol,Austria,Kufstein District
0,Colorado,United States,Grand County
0,Tyrol,Austria,Schwaz District
0,Salzburg,Austria,Hallein District
0,British Columbia,Canada,Central Kootenay
0,Xinjiang,China,
0,Xinjiang,China,
0,Xinjiang,China,
0,Massachusetts,United States,Berkshire County
0,Beijing,China,
0,Liaoning,China,
0,Shandong,China,
0,Shaanxi,China,
0,Auvergne-Rhône-Alpes,France,Ain
0,Auvergne-Rhône-Alpes,France,Ain
0,Beijing,China,
0,Henan,China,
0,New Hampshire,United States,Sullivan County
0,Shaanxi,China,
0,Shaanxi,China,
0,Shaanxi,China,
0,Shaanxi,China,
0,North District,Israel,Yizrael
0,Shaanxi,China,
0,Beijing,China,
0,Neuquen,Argentina,Minas Department
0,Chubut Province,Argentina,Futaleufú Department
0,Mendoza Province,Argentina,Las Heras Department
0,Mendoza Province,Argentina,Malargüe Department
0,Santa Cruz Province,Argentina,Lago Argentino Department
0,Neuquen,Argentina,Lácar Department
0,Liaoning,China,
0,Hebei,China,
0,Heilongjiang,China,
0,Chongqing,China,
0,Heilongjiang,China,
0,Beijing,China,
0,Beijing,China,
0,Yunnan,China,
0,Xinjiang,China,
0,Beijing,China,
0,Heilongjiang,China,
0,Inner Mongolia,China,
0,Inner Mongolia,China,
0,Sichuan,China,
0,Hubei,China,
0,Auvergne-Rhône-Alpes,France,Ain
0,Hebei,China,
0,Beijing,China,
0,Hebei,China,
0,Ticino,Switzerland,Blenio District
0,Heilongjiang,China,
0,Hebei,China,
0,Heilongjiang,China,
0,Beijing,China,
0,Inner Mongolia,China,
0,Hunan,China,
0,Jiangsu,China,
0,Sichuan,China,
0,Beijing,China,
0,Ulaanbaatar,Mongolia,Bayanzurkh
0,Shandong,China,
0,Jilin,China,
0,Guizhou,China,
0,Heilongjiang,China,
0,Xinjiang,China,
0,Shanxi,China,
0,Shaanxi,China,
0,Shandong,China,
0,Shandong,China,
0,Hubei,China,
0,Henan,China,
0,Tianjin,China,
0,Hebei,China,
0,Inner Mongolia,China,
0,Liaoning,China,
0,Liaoning,China,
0,Beijing,China,
0,Heilongjiang,China,
0,Heilongjiang,China,
0,Xinjiang,China,
0,Hebei,China,
0,Jilin,China,
0,Grisons,Switzerland,Landquart District
0,Massachusetts,United States,Franklin County
0,Heilongjiang,China,
0,Heilongjiang,China,
0,Heilongjiang,China,
0,Beijing,China,
0,Shandong,China,
0,Shandong,China,
0,Beijing,China,
0,Beijing,China,
0,Beijing,China,
0,Zhejiang,China,
0,Sichuan,China,
0,Shandong,China,
0,Henan,China,
0,Zhejiang,China,
0,Guizhou,China,
0,Jilin,China,
0,Shanxi,China,
0,Tianjin,China,
0,Shandong,China,
0,Shandong,China,
0,Henan,China,
0,Gansu,China,
0,Zhejiang,China,
0,Tianjin,China,
0,Guizhou,China,
0,Henan,China,
0,Shanxi,China,
0,Gansu,China,
0,Henan,China,
0,Beijing,China,
0,Liaoning,China,
0,Henan,China,
0,Shandong,China,
0,Liaoning,China,
0,Hebei,China,
0,Gansu,China,
0,Shaanxi,China,
0,Hubei,China,
0,Liaoning,China,
0,Inner Mongolia,China,
0,Henan,China,
0,Liaoning,China,
0,Henan,China,
0,Shandong,China,
0,Shandong,China,
0,Shandong,China,
0,Hebei,China,
0,Chongqing,China,
0,Inner Mongolia,China,
0,Liaoning,China,
0,Hubei,China,
0,Hebei,China,
0,Shandong,China,
0,Henan,China,
0,Shandong,China,
0,Liaoning,China,
0,Gansu,China,
0,Henan,China,
0,Shandong,China,
0,Shandong,China,
0,Jilin,China,
0,Hebei,China,
0,Ningxia,China,
0,Jilin,China,
0,Sichuan,China,
0,Guangdong Province,China,
0,Guangdong Province,China,
0,Beijing,China,
0,Victoria,Australia,Alpine Shire
0,Nebraska,United States,Buffalo County
0,Kvemo Kartli,Georgia,
0,Vayots Dzor Province,Armenia,
0,,Azerbaijan,Qabala
0,Minsk Region,Belarus,Minsk Region
0,Valga County,Estonia,Otepää Parish
0,Võru County,Estonia,Võru Parish
0,Almaty Province,Kazakhstan,Talgar District
0,East Kazakhstan Province,Kazakhstan,Glubokoye District
0,Almaty Province,Kazakhstan,Talgar District
0,East Kazakhstan Province,Kazakhstan,
0,Žilina Region,Slovakia,Ružomberok District
0,Chüy Region,Kyrgyzstan,Ysyk-Ata
0,Valmiera Municipality,Latvia,Kauguri parish
0,Aizkraukle Municipality,Latvia,Aiviekste Parish
0,Talsi Municipality,Latvia,Lībagi Parish
0,Ķekava Municipality,Latvia,Baldones pagasti
0,Sigulda Municipality,Latvia,Krimulda Parish
0,Sigulda Municipality,Latvia,Siguldas pilsēta
0,Utena County,Lithuania,Anykščiai municipality
0,Telšiai County,Lithuania,Plungė District Municipality
0,Zakarpattia Oblast,Ukraine,Mizhhirs'kyi district
0,Lviv Oblast,Ukraine,Skolivs'kyi district
0,Hebei,China,
0,Košice Region,Slovakia,Košice I
0,Blida Province,Algeria,Ouled Yaich
0,Wisconsin,United States,Polk County
0,Gegharkunik Province,Armenia,
0,Erbil Governorate,Iraq,
0,South Kazakhstan Province,Kazakhstan,
0,Almaty Province,Kazakhstan,Talgar District
0,Ryanggang,North Korea,
0,Gangwon-do,South Korea,
0,Gyeonggi-do,South Korea,
0,Gangwon-do,South Korea,
0,Incheon,South Korea,
0,Gyeongsangnam-do,South Korea,
0,Ardahan,Türkiye,Ardahan Merkez
0,Van,Türkiye,Gevaş
0,Karabük,Türkiye,Karabük Merkez
0,Gümüşhane,Türkiye,Torul
0,Ordu,Türkiye,Kabadüz
0,Sivas,Türkiye,Sivas Merkez
0,British Columbia,Canada,Fraser-Fort George
0,Alaska,United States,Kenai Peninsula Borough
0,Qeqqata Municipality,Greenland,
0,,Greenland,
0,Australian Capital Territory,Australia,
0,Norrbotten County,Sweden,Övertorneå Municipality
0,Erzurum,Türkiye,Palandöken
0,Saxony,Germany,
0,Blagoevgrad Province,Bulgaria,Bansko
0,Sofia Province,Bulgaria,Samokov Municipality
0,Kyustendil Province,Bulgaria,Sapareva banya
0,Žabljak Municipality,Montenegro,
0,Utah,United States,Wasatch County
0,Bavaria,Germany,Lower Bavaria
0,Bavaria,Germany,Lower Bavaria
0,Bavaria,Germany,Upper Palatinate
0,Bavaria,Germany,Upper Palatinate
0,Thuringia,Germany,
0,Saxony,Germany,
0,Karlovy Vary Region,Czechia,Karlovy Vary District
0,Celje,Slovenia,Celje
0,,Serbia,Pčinja District
0,,Serbia,Nišava District
0,,Serbia,Braničevo District
0,Litija,Slovenia,Municipality of Litija
0,,Serbia,Raška District
0,,Serbia,Moravica District
0,,Serbia,Bor District
0,,Serbia,Zaječar District
0,,Serbia,Zlatibor District
0,Radovljica,Slovenia,Municipality of Bled
0,Decentralized Administration of Macedonia and Thrace,Greece,Central Macedonia
0,Ústí nad Labem Region,Czechia,Teplice District
0,Ústí nad Labem Region,Czechia,Ústí nad Labem District
0,Tolmin,Slovenia,Municipality of Bovec
0,Ústí nad Labem Region,Czechia,Most District
0,Ústí nad Labem Region,Czechia,Most District
0,Saxony,Germany,
0,Ravne na Koroškem,Slovenia,Municipality of Ravne na Koroškem
0,Postojna,Slovenia,Municipality of Postojna
0,Jesenice,Slovenia,Municipality of Kranjska Gora
0,Karlovy Vary Region,Czechia,Karlovy Vary District
0,Zagorje ob Savi,Slovenia,Municipality of Zagorje ob Savi
0,Ilirska Bistrica,Slovenia,Municipality of Ilirska Bistrica
0,Jesenice,Slovenia,Municipality of Žirovnica
0,Alberta,Canada,Wainwright No. 61
0,Saxony,Germany,
0,Ústí nad Labem Region,Czechia,Děčín District
0,Saxony,Germany,
0,Liberec Region,Czechia,Liberec District
0,Liberec Region,Czechia,Liberec District
0,Zlín Region,Czechia,Vsetín District
0,Zlín Region,Czechia,Vsetín District
0,Zlín Region,Czechia,Vsetín District
0,Moravian-Silesian Region,Czechia,Frýdek-Místek District
0,Zlín Region,Czechia,Vsetín District
0,Moravian-Silesian Region,Czechia,Frýdek-Místek District
0,Moravian-Silesian Region,Czechia,Frýdek-Místek District
0,Moravian-Silesian Region,Czechia,Frýdek-Místek District
0,Moravian-Silesian Region,Czechia,Frýdek-Místek District
0,Moravian-Silesian Region,Czechia,Nový Jičín District
0,Liberec Region,Czechia,Semily District
0,Karlovy Vary Region,Czechia,Sokolov District
0,Pardubice Region,Czechia,Ústí nad Orlicí District
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Liberec Region,Czechia,Semily District
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Central Bohemian Region,Czechia,Prague-West District
0,Olomouc Region,Czechia,Jeseník District
0,Olomouc Region,Czechia,Jeseník District
0,Hradec Králové Region,Czechia,Trutnov District
0,Liberec Region,Czechia,Semily District
0,Hradec Králové Region,Czechia,Trutnov District
0,Liberec Region,Czechia,Semily District
0,South Bohemian Region,Czechia,Prachatice District
0,Plzeň Region,Czechia,Klatovy District
0,Moravian-Silesian Region,Czechia,Nový Jičín District
0,Zlín Region,Czechia,Vsetín District
0,Ústí nad Labem Region,Czechia,Teplice District
0,Moravian-Silesian Region,Czechia,Bruntál District
0,Olomouc Region,Czechia,Olomouc District
0,South Bohemian Region,Czechia,Český Krumlov District
0,South Bohemian Region,Czechia,Prachatice District
0,Central Bohemian Region,Czechia,Příbram District
0,South Bohemian Region,Czechia,Prachatice District
0,Hradec Králové Region,Czechia,Trutnov District
0,Hradec Králové Region,Czechia,Trutnov District
0,Vysočina Region,Czechia,Jihlava District
0,Liberec Region,Czechia,Česká Lípa District
0,Hradec Králové Region,Czechia,Trutnov District
0,Moravian-Silesian Region,Czechia,Bruntál District
0,Karlovy Vary Region,Czechia,Cheb District
0,Moravian-Silesian Region,Czechia,Frýdek-Místek District
0,Olomouc Region,Czechia,Jeseník District
0,Hradec Králové Region,Czechia,Trutnov District
0,South Bohemian Region,Czechia,Prachatice District
0,South Bohemian Region,Czechia,Prachatice District
0,Karlovy Vary Region,Czechia,Cheb District
0,Karlovy Vary Region,Czechia,Sokolov District
0,Karlovy Vary Region,Czechia,Karlovy Vary District
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Liberec Region,Czechia,Semily District
0,Liberec Region,Czechia,Semily District
0,Liberec Region,Czechia,Semily District
0,Hradec Králové Region,Czechia,Trutnov District
0,Hradec Králové Region,Czechia,Rychnov nad Kněžnou District
0,Hradec Králové Region,Czechia,Trutnov District
0,Hradec Králové Region,Czechia,Trutnov District
0,Pardubice Region,Czechia,Ústí nad Orlicí District
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Bavaria,Germany,Upper Bavaria
0,Banská Bystrica Region,Slovakia,Brezno District
0,Prešov Region,Slovakia,Stará Ľubovňa District
0,Košice Region,Slovakia,Košice I
0,Žilina Region,Slovakia,Tvrdošín District
0,Prešov Region,Slovakia,Levoča District
0,Tashkent Region,Uzbekistan,Bostanlik District
0,Prešov Region,Slovakia,Stará Ľubovňa District
0,Žilina Region,Slovakia,Tvrdošín District
0,Bratislava Region,Slovakia,Pezinok District
0,Styria,Austria,Bruck-Mürzzuschlag District
0,Tyrol,Austria,Schwaz District
0,Banská Bystrica Region,Slovakia,Banská Bystrica District
0,Hradec Králové Region,Czechia,Rychnov nad Kněžnou District
0,Pardubice Region,Czechia,Ústí nad Orlicí District
0,Olomouc Region,Czechia,Šumperk District
0,Olomouc Region,Czechia,Šumperk District
0,Olomouc Region,Czechia,Jeseník District
0,Olomouc Region,Czechia,Jeseník District
0,Olomouc Region,Czechia,Šumperk District
0,Olomouc Region,Czechia,Šumperk District
0,Košice Region,Slovakia,Košice-okolie District
0,Žilina Region,Slovakia,Čadca District
0,Žilina Region,Slovakia,Martin District
0,Žilina Region,Slovakia,Martin District
0,Banská Bystrica Region,Slovakia,Žarnovica District
0,Banská Bystrica Region,Slovakia,Žiar nad Hronom District
0,Banská Bystrica Region,Slovakia,Žiar nad Hronom District
0,Prešov Region,Slovakia,Poprad District
0,Žilina Region,Slovakia,Liptovský Mikuláš District
0,Banská Bystrica Region,Slovakia,Brezno District
0,Banská Bystrica Region,Slovakia,Brezno District
0,Prešov Region,Slovakia,Poprad District
0,Žilina Region,Slovakia,Liptovský Mikuláš District
0,Žilina Region,Slovakia,Liptovský Mikuláš District
0,Banská Bystrica Region,Slovakia,Brezno District
0,Prešov Region,Slovakia,Poprad District
0,Košice Region,Slovakia,Spišská Nová Ves District
0,Žilina Region,Slovakia,Čadca District
0,Prešov Region,Slovakia,Prešov District
0,Trenčín Region,Slovakia,Nové Mesto nad Váhom District
0,Trenčín Region,Slovakia,Púchov District
0,Trenčín Region,Slovakia,Nové Mesto nad Váhom District
0,Trenčín Region,Slovakia,Prievidza District
0,Prešov Region,Slovakia,Poprad District
0,Žilina Region,Slovakia,Dolný Kubín District
0,Žilina Region,Slovakia,Dolný Kubín District
0,Žilina Region,Slovakia,Ružomberok District
0,Banská Bystrica Region,Slovakia,Rimavská Sobota District
0,Lesser Poland Voivodeship,Poland,Tatra County
0,Podkarpackie Voivodeship,Poland,Lesko County
0,Lower Austria,Austria,Lilienfeld District
0,Lower Austria,Austria,Wiener Neustadt-Land District
0,Region of Southern Denmark,Denmark,Kolding Municipality
0,Uusimaa,Finland,Helsinki
0,Pirkanmaa,Finland,South Western Pirkanmaa
0,Central Finland,Finland,Jyväskylä
0,South Savo,Finland,Pieksämäki sub-region
0,Pirkanmaa,Finland,Tampere
0,Lapland,Finland,Tunturi Lapland
0,Central Finland,Finland,Jämsä sub-region
0,Southwest Finland,Finland,Åbo
0,Southern Ostrobothnia,Finland,Seinäjoki sub-region
0,Tavastia Proper,Finland,Hämeenlinna
0,North Savo,Finland,Kuopio Province
0,Lapland,Finland,Eastern Lapland
0,Uusimaa,Finland,Helsinki
0,Uusimaa,Finland,Porvoo sub-region
0,Central Finland,Finland,Jyväskylä
0,Southern Ostrobothnia,Finland,Järviseutu
0,South Savo,Finland,Nyslott
0,North Karelia,Finland,Pielinen Karelia
0,Lapland,Finland,Northern Lapland
0,Uusimaa,Finland,Helsinki
0,Southwest Finland,Finland,Salo
0,Päijänne Tavastia,Finland,Lahti sub-region
0,South Karelia,Finland,Lappeenranta
0,Agder,Norway,Sirdal Municipality
0,Vestland,Norway,Kvam Municipality
0,Trøndelag,Norway,Holtålen Municipality
0,Troms og Finnmark fylke,Norway,Alta
0,Nordland,Norway,Narvik Municipality
0,Innlandet,Norway,Øystre Slidr Municipality
0,Agder,Norway,Sirdal Municipality
0,Rogaland,Norway,Bjerkreim Municipality
0,Agder,Norway,Valle Municipality
0,Innlandet,Norway,Løten Municipality
0,Viken,Norway,Hol Municipality
0,Viken,Norway,Drammen Municipality
0,Vestland,Norway,Samnanger Municipality
0,Trøndelag,Norway,Rennebu Municipallity
0,Vestland,Norway,Ullensvang
0,Trøndelag,Norway,Lierne Municipality
0,Baden-Württemberg,Germany,Freiburg
0,Baden-Württemberg,Germany,Freiburg
0,Vestland,Norway,Kvam Municipality
0,Vestfold og Telemark,Norway,Drangedal Municipality
0,Innlandet,Norway,Gjøvik Municipality
0,Oslo,Norway,Oslo Municipality
0,Viken,Norway,Sigdal Municipality
0,Viken,Norway,Hol Municipality
0,Vestland,Norway,Stad
0,Viken,Norway,Nore og Uvdal Municipality
0,Vestfold og Telemark,Norway,Vinje Municipality
0,Nordland,Norway,Fauske Municipality
0,Viken,Norway,Nittedal Municipality
0,Viken,Norway,Hurdal Municipality
0,Vestland,Norway,Sunnfjord
0,Viken,Norway,Bærum
0,Nordland,Norway,Vefsn Municipality
0,Viken,Norway,Bærum
0,Nordland,Norway,Vågan Municipality
0,Vestfold og Telemark,Norway,Midt-telemark
0,Agder,Norway,Åseral Municipality
0,Nordland,Norway,Vestvågøy
0,Troms og Finnmark fylke,Norway,Målselv Municipality
0,Viken,Norway,Nes Municipality
0,Västerbotten County,Sweden,Bjurholm Municipality
0,Västerbotten County,Sweden,Sorsele Municipality
0,Västernorrland County,Sweden,Örnsköldsvik Municipality
0,Östergötland County,Sweden,Ydre Municipality
0,Södermanland County,Sweden,Vingåker Municipality
0,Västra Götaland County,Sweden,Skövde Municipality
0,Västernorrland County,Sweden,Örnsköldsvik Municipality
0,Västmanland County,Sweden,Västerås Municipality
0,Jamtland County,Sweden,Strömsund Municipality
0,Västerbotten County,Sweden,Lycksele Municipality
0,Gavleborg County,Sweden,Bollnäs Municipality
0,Västerbotten County,Sweden,Umeå Municipality
0,Västerbotten County,Sweden,Skellefteå Municipality
0,Kalmar County,Sweden,Hultsfred Municipality
0,Östergötland County,Sweden,Kinda Municipality
0,Västra Götaland County,Sweden,Ulricehamn Municipality
0,Jonkoping County,Sweden,Mullsjö Municipality
0,Stockholm County,Sweden,Lidingö kommun
0,Varmland County,Sweden,Hagfors Municipality
0,Varmland County,Sweden,Filipstad Municipality
0,Dalarna County,Sweden,Ludvika Municipality
0,Jamtland County,Sweden,Bräcke Municipality
0,Örebro County,Sweden,Ljusnarsberg Municipality
0,Norrbotten County,Sweden,Arjeplog Municipality
0,Dalarna County,Sweden,Mora Municipality
0,Jamtland County,Sweden,Åre Municipality
0,Jamtland County,Sweden,Berg Municipality
0,Dalarna County,Sweden,Leksand Municipality
0,Dalarna County,Sweden,Älvdalen Municipality
0,Jamtland County,Sweden,Åre Municipality
0,Gavleborg County,Sweden,Nordanstig Municipality
0,Stockholm County,Sweden,Stockholm Municipality
0,Västernorrland County,Sweden,Sollefteå Municipality
0,Östergötland County,Sweden,Vadstena Municipality
0,Västra Götaland County,Sweden,Falköping Municipality
0,Västra Götaland County,Sweden,Ale Municipality
0,Innlandet,Norway,Sør-Fron Municipality
0,Västra Götaland County,Sweden,Karlsborg Municipality
0,Varmland County,Sweden,Grums Municipality
0,Kalmar County,Sweden,Nybro Municipality
0,Gavleborg County,Sweden,Hofors Municipality
0,Gavleborg County,Sweden,Gävle Municipality
0,Norrbotten County,Sweden,Arjeplog Municipality
0,Jonkoping County,Sweden,Jönköping Municipality
0,Gavleborg County,Sweden,Ljusdal Municipality
0,Norrbotten County,Sweden,Jokkmokk Municipality
0,Jonkoping County,Sweden,Vetlanda Municipality
0,Västmanland County,Sweden,Västerås Municipality
0,Jamtland County,Sweden,Härjedalen
0,Jamtland County,Sweden,Härjedalen
0,Norrbotten County,Sweden,Älvsbyn Municipality
0,Jamtland County,Sweden,Åre Municipality
0,Västerbotten County,Sweden,Vilhelmina Municipality
0,Jamtland County,Sweden,Ragunda Municipality
0,Gavleborg County,Sweden,Sandviken Municipality
0,Södermanland County,Sweden,Katrineholm Municipality
0,Stockholm County,Sweden,Ekerö Municipality
0,Jamtland County,Sweden,Strömsund Municipality
0,Varmland County,Sweden,Torsby Municipality
0,Norrbotten County,Sweden,Piteå Municipality
0,Jamtland County,Sweden,Östersund Municipality
0,Jamtland County,Sweden,Berg Municipality
0,Norrbotten County,Sweden,Kiruna Municipality
0,Wallonia,Belgium,Liege
0,Varmland County,Sweden,Sunne Municipality
0,Khabarovsk Krai,Russia,Komsomolsky District
0,Khabarovsk Krai,Russia,Solnechny District
0,Irkutsk Oblast,Russia,Angarskiy Rayon
0,Wallonia,Belgium,Liege
0,Wallonia,Belgium,Liege
0,Brussels,Belgium,
0,Gelderland,Netherlands,Wijchen
0,North Holland,Netherlands,Huizen
0,Jamtland County,Sweden,Härjedalen
0,Borsod-Abaúj-Zemplén,Hungary,Sátoraljaújhely District
0,Varmland County,Sweden,Eda Municipality
0,Varmland County,Sweden,Hagfors Municipality
0,Viken,Norway,Gol Municipality
0,Viken,Norway,Ål Municipality
0,Dalarna County,Sweden,Ludvika Municipality
0,Västmanland County,Sweden,Fagersta Municipality
0,Dalarna County,Sweden,Falun Municipality
0,Dalarna County,Sweden,Orsa Municipality
0,Viken,Norway,Gol Municipality
0,Viken,Norway,Gol Municipality
0,England,United Kingdom,Hampshire
0,England,United Kingdom,Surrey
0,England,United Kingdom,Berkshire
0,England,United Kingdom,North Somerset
0,Jamtland County,Sweden,Krokom Municipality
0,Västernorrland County,Sweden,Kramfors Municipality
0,Västernorrland County,Sweden,Örnsköldsvik Municipality
0,Västerbotten County,Sweden,Vindeln Municipality
0,Halland County,Sweden,Laholm Municipality
0,Lower Austria,Austria,Gmünd District
0,Vestfold og Telemark,Norway,Kviteseid Municipality
0,Lower Austria,Austria,Gmünd District
0,Västerbotten County,Sweden,Sorsele Municipality
0,Västerbotten County,Sweden,Malå Municipality
0,Agder,Norway,Sirdal Municipality
0,Liberec Region,Czechia,Jablonec nad Nisou District
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Vestland,Norway,Kvinnherad Municipality
0,Vestfold og Telemark,Norway,Vinje Municipality
0,Vestfold og Telemark,Norway,Vinje Municipality
0,Vestfold og Telemark,Norway,Vinje Municipality
0,Hradec Králové Region,Czechia,Rychnov nad Kněžnou District
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Bavaria,Germany,Swabia
0,Ontario,Canada,Muskoka District Municipality
0,Ontario,Canada,Muskoka District Municipality
0,Lower Austria,Austria,Lilienfeld District
0,Ontario,Canada,Muskoka District Municipality
0,Ontario,Canada,Muskoka District Municipality
0,Tyrol,Austria,Schwaz District
0,Vestland,Norway,Eidfjord Municipality
0,Vestland,Norway,Gloppen Municipality
0,Baden-Württemberg,Germany,Freiburg
0,Møre og Romsdal,Norway,Volda Municipality
0,Baden-Württemberg,Germany,Tübingen
0,Styria,Austria,Leoben District
0,Troms og Finnmark fylke,Norway,Harstad Municipality
0,Nordland,Norway,Meløy Municipality
0,Innlandet,Norway,Trysil Municipality
0,Bavaria,Germany,Upper Palatinate
0,Nordland,Norway,Fauske Municipality
0,Møre og Romsdal,Norway,Rauma Municipality
0,Uusimaa,Finland,Raseborg sub-region
0,Uusimaa,Finland,Helsinki
0,Uusimaa,Finland,Helsinki
0,Kainuu,Finland,Kehys-Kainuu
0,North Savo,Finland,North Eastern Savonia
0,Lapland,Finland,Eastern Lapland
0,Lapland,Finland,Tunturi Lapland
0,Kainuu,Finland,Kehys-Kainuu
